day,average_trip_distance,total_fare_amount,trip_count,peak_hour
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-18,153.00720858895716,36897.74,2282,15
2022-06-18,153.00720858895716,36897.73999999999,2282,15
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-19,76.05801369863016,34280.28,2044,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932976,32286.499999999993,2089,18
2022-06-20,99.87713259932976,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932976,32286.499999999993,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932976,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932976,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.499999999985,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-20,99.87713259932977,32286.499999999993,2089,18
2022-06-20,99.87713259932977,32286.49999999999,2089,18
2022-06-21,175.0557210965435,37988.349999999984,2517,17
2022-06-21,175.0557210965435,37988.349999999984,2517,17
2022-06-21,175.0557210965435,37988.349999999984,2517,17
2022-06-21,175.0557210965435,37988.349999999984,2517,17
2022-06-21,175.0557210965435,37988.34999999998,2517,17
2022-06-21,175.0557210965435,37988.34999999998,2517,17
2022-06-21,175.0557210965435,37988.34999999998,2517,17
2022-06-21,175.0557210965435,37988.34999999998,2517,17
2022-06-21,175.0557210965435,37988.34999999998,2517,17
2022-06-21,175.0557210965435,37988.34999999998,2517,17
2022-06-21,175.0557210965435,37988.349999999984,2517,17
2022-06-21,175.0557210965435,37988.349999999984,2517,17
